Equatorial Guinea,3.75,8.783333333333333
Eritrea,15.333333333333334,38.93333333333333
Estonia,59.43333333333333,24.716666666666665
Ethiopia,9.033333333333333,38.7
Falkland Islands,-51.7,-57.85
Faroe Islands,62.016666666666666,-6.766666666666667
Fiji,-18.133333333333333,178.41666666666666
Finland,60.166666666666664,24.933333333333334
France,48.86666666666667,2.3333333333333335
French Polynesia,-17.533333333333335,-149.56666666666666
Gabon,0.38333333333333336,9.45
The Gambia,13.45,-16.566666666666666
Georgia,41.71666666666667,44.78333333333333
Germany,52.516666666666666,13.4
Ghana,5.55,-0.21666666666666667
Gibraltar,36.13333333333333,-5.35
Greece,37.983333333333334,23.733333333333334
Greenland,64.18333333333334,-51.75
Grenada,12.05,-61.75
Guatemala,14.616666666666667,-90.51666666666667
Guernsey,49.45,-2.533333333333333
Guinea,9.55,-13.7
Guinea-Bissau,11.85,-15.583333333333334
Guyana,6.8,-58.166666666666664
Haiti,18.533333333333335,-72.33333333333333
Vatican City,41.9,12.45
Honduras,14.1,-87.21666666666667
Hungary,47.5,19.083333333333332
Iceland,64.15,-21.95
India,28.6,77.2
Indonesia,-6.166666666666667,106.81666666666666
Iran,35.666666666666664,51.416666666666664
Iraq,33.333333333333336,44.38333333333333
Ireland,53.31666666666667,-6.233333333333333
Israel,31.766666666666666,35.233333333333334
Italy,41.9,12.483333333333333
Jamaica,18.0,-76.8
Japan,35.68333333333333,139.75
Jersey,49.18333333333333,-2.1
Jordan,31.95,35.93333333333333
Kazakhstan,51.166666666666664,71.41666666666667
Kenya,-1.2833333333333332,36.81666666666667
Kiribati,1.3166666666666667,172.96666666666667
North Korea,39.016666666666666,125.75
South Korea,37.55,126.98333333333333
Kuwait,29.366666666666667,47.96666666666667
Kyrgyzstan,42.86666666666667,74.6
Laos,17.966666666666665,102.6
Latvia,56.95,24.1
Lebanon,33.86666666666667,35.5
Lesotho,-29.316666666666666,27.483333333333334
Liberia,6.3,-10.8
Libya,32.88333333333333,13.166666666666666
Liechtenstein,47.13333333333333,9.516666666666667
Lithuania,54.68333333333333,25.316666666666666
Luxembourg,49.6,6.116666666666666
Macedonia,42.0,21.433333333333334
Madagascar,-18.916666666666668,47.516666666666666
Malawi,-13.983333333333333,33.78333333333333
Malaysia,3.1666666666666665,101.7
Maldives,4.166666666666667,73.5
Mali,12.65,-8.0
Malta,35.88333333333333,14.5
Isle of Man,54.15,-4.483333333333333
Marshall Islands,7.1,171.38333333333333
Mauritania,18.116666666666667,-16.033333333333335
Mauritius,-20.15,57.483333333333334
Mayotte,-12.766666666666667,45.21666666666667
Mexico,19.433333333333334,-99.13333333333334
Federated States of Micronesia,6.916666666666667,158.15
Moldova,47.0,28.85
Monaco,43.733333333333334,7.416666666666667
Mongolia,47.916666666666664,106.91666666666667
Montserrat,16.7,-62.21666666666667
Morocco,34.016666666666666,-6.816666666666666
Mozambique,-25.95,32.583333333333336
Namibia,-22.566666666666666,17.083333333333332
Nepal,27.716666666666665,85.31666666666666
Netherlands,52.38333333333333,4.9
Netherlands Antilles,12.1,-68.93333333333334
New Caledonia,-22.266666666666666,166.45
New Zealand,-41.46666666666667,174.85
Nicaragua,12.15,-86.28333333333333
Niger,13.516666666666667,2.1166666666666667
Nigeria,9.083333333333334,7.533333333333333
Niue,-19.016666666666666,-169.91666666666666
Norfolk Island,-29.05,167.96666666666667
Northern Mariana Islands,15.2,145.75
Norway,59.916666666666664,10.75
Oman,23.616666666666667,58.583333333333336
Pakistan,33.7,73.16666666666667
Palau,7.483333333333333,134.63333333333333
Panama,8.966666666666667,-79.53333333333333
Papua New Guinea,-9.5,147.16666666666666
Paraguay,-25.266666666666666,-57.666666666666664
Peru,-12.05,-77.05
Philippines,13.0,122.0
Pitcairn Islands,-25.066666666666666,-130.08333333333334
Poland,52.25,21.0
Portugal,38.71666666666667,-9.133333333333333
Qatar,25.283333333333335,51.53333333333333
Republic of the Congo,-4.25,15.283333333333333
Romania,44.43333333333333,26.1
Russia,55.75,37.583333333333336
Rwanda,-1.95,30.066666666666666
Saint Barthelemy,17.883333333333333,-62.85
Saint Helena,-15.933333333333334,-5.733333333333333
Saint Kitts and Nevis,17.3,-62.71666666666667
Saint Lucia,14.016666666666667,-61.0
Saint Pierre and Miquelon,46.766666666666666,-56.18333333333333
Saint Vincent and the Grenadines,13.15,-61.233333333333334
Samoa,-13.833333333333334,-171.73333333333332
San Marino,43.93333333333333,12.416666666666666
Saudi Arabia,24.633333333333333,46.71666666666667
Senegal,14.666666666666666,-17.433333333333334
Serbia and Montenegro,44.833333333333336,20.5
Seychelles,-4.633333333333333,55.45
Sierra Leone,8.5,-13.25
Singapore,1.2833333333333332,103.85
Slovakia,48.15,17.116666666666667
Slovenia,46.05,14.516666666666667
Solomon Islands,-9.433333333333334,159.95
Somalia,2.066666666666667,45.36666666666667
South Africa,-25.7,28.216666666666665
South Sudan,8.0,30.0
Spain,40.4,-3.6833333333333336
Sri Lanka,6.933333333333334,79.85
Sudan,15.6,32.53333333333333
Suriname,5.833333333333333,-55.166666666666664
Svalbard,78.21666666666667,15.55
Swaziland,-26.3,31.1
Sweden,59.333333333333336,18.05
Switzerland,46.95,7.433333333333334
Syria,33.5,36.3
São Tomé and Príncipe,0.2,6.65
Taiwan,25.05,121.5
Tajikistan,38.583333333333336,68.8
Tanzania,-6.8,39.28333333333333
Thailand,13.75,100.51666666666667
Togo,6.133333333333334,1.2166666666666668
Tonga,-21.133333333333333,-175.2
Trinidad and Tobago,10.65,-61.516666666666666
Tunisia,36.8,10.183333333333334
Turkey,39.93333333333333,32.86666666666667
Turkmenistan,37.95,58.38333333333333
Turks and Caicos Islands,21.466666666666665,-71.13333333333334
Tuvalu,-8.5,179.2
Uganda,0.31666666666666665,32.416666666666664
Ukraine,50.43333333333333,30.516666666666666
United Arab Emirates,24.466666666666665,54.36666666666667
United Kingdom,54.0,-2.0
United States,38.88333333333333,-77.03333333333333
Uruguay,-34.88333333333333,-56.18333333333333
Uzbekistan,41.333333333333336,69.3
Vanuatu,-17.733333333333334,168.31666666666666
Venezuela,10.5,-66.93333333333334
Vietnam,21.033333333333335,105.85
Virgin Islands,18.35,-64.93333333333334
Wallis and Futuna,-13.95,-171.93333333333334
Yemen,15.35,44.2
Zambia,-15.416666666666666,28.283333333333335
Zimbabwe,-17.833333333333332,31.05
